data,tendencia,confirmados2020-03-19,1.0,1.0
2020-03-20,1.2531229399746842,1.0
2020-03-21,1.538832454695306,1.0
2020-03-22,1.8611344806292762,1.0
2020-03-23,2.2253289288815887,1.0
2020-03-24,2.6355789527760924,1.0
2020-03-25,3.0988201131473057,1.0
2020-03-26,3.621723410877773,2.0
2020-03-27,4.212948068707604,2.0
2020-03-28,4.880696161588197,2.0
2020-03-29,5.633556139082444,2.0
2020-03-30,6.484603326597205,3.0
2020-03-31,7.445470699000094,4.0
2020-04-01,8.528704509030165,4.0
2020-04-02,9.753316726574049,4.0
2020-04-03,11.135720406116878,6.0
2020-04-04,12.694111875955642,7.0
2020-04-05,14.454672125308509,7.0
2020-04-06,16.441081468322775,8.0
2020-04-07,18.68486521829808,12.0
2020-04-08,21.217578169114326,16.0
2020-04-09,24.07604314526607,19.0
2020-04-10,27.30468139692254,19.0
2020-04-11,30.946203359266466,20.0
2020-04-12,35.058006653524075,21.0
2020-04-13,39.69843390379125,27.0
2020-04-14,44.93829434666925,28.0
2020-04-15,50.851528165381126,29.0
2020-04-16,57.527845273273186,31.0
2020-04-17,65.06262723768546,35.0
2020-04-18,73.56857076087198,45.0
2020-04-19,83.16711691063517,54.0
2020-04-20,94.00070406598999,63.0
2020-04-21,106.2296837254385,72.0
2020-04-22,120.03201098231548,82.0
2020-04-23,135.61092983022587,102.0
2020-04-24,147.97443356394,111.0
2020-04-25,158.98889947825091,134.0
2020-04-26,170.3491352987897,151.0
2020-04-27,182.06589924090213,164.0
2020-04-28,194.15013537714344,170.0
2020-04-29,206.61335704966586,178.0
2020-04-30,219.46710742684598,193.0
2020-05-01,232.72366217202486,212.0
2020-05-02,246.39558318727916,220.0
2020-05-03,260.4956321164587,238.0
2020-05-04,275.0369343941649,246.0
2020-05-05,290.033043970195,249.0
2020-05-06,305.4979797161027,269.0
2020-05-07,321.4462826268339,308.0
2020-05-08,337.8928842438923,325.0
2020-05-09,354.85315599604473,354.0
2020-05-10,372.34291255825104,367.0
2020-05-11,390.3784564811788,372.0
2020-05-12,408.97657439142347,393.0
2020-05-13,428.15447419302274,436.0
2020-05-14,447.9298171720398,484.0
2020-05-15,468.32072827913595,510.0
2020-05-16,489.34617972200135,564.0
2020-05-17,511.0256603499399,580.0
2020-05-18,533.3790487657111,588.0
2020-05-19,556.4267393133255,608.0
2020-05-20,580.1895081884572,624.0
2020-05-21,604.689850645226,672.0
2020-05-22,629.9497622822266,691.0
2020-05-23,655.9922293813738,714.0
2020-05-24,682.8407895468869,727.0
2020-05-25,710.5196897623483,737.0
2020-05-26,739.0542658082331,756.0
2020-05-27,768.4702602995833,781.0
2020-05-28,798.7940906603903,820.0
2020-05-29,830.0529039597944,853.0
2020-05-30,862.2746000065661,870.0
2020-05-31,895.487856032087,933.0
2020-06-01,929.7222565991526,960.0
2020-06-02,965.0082352149093,1000.0
2020-06-03,1001.3770492860748,1033.0
2020-06-04,1038.8608488535347,1083.0
2020-06-05,1077.492701736454,1112.0
2020-06-06,1117.3066186763924,1149.0
2020-06-07,1158.3374871433632,1177.0
2020-06-08,1200.6208330610411,1219.0
2020-06-09,1244.19332679316,1264.0
2020-06-10,1289.0926406739422,1287.0
2020-06-11,1335.3574435141973,1334.0
2020-06-12,1383.0274199272812,1378.0
2020-06-13,1432.143289779953,1396.0
2020-06-14,1482.7468391267114,1450.0
2020-06-15,1534.8809314080136,1482.0
2020-06-16,1588.5895205512047,1569.0
2020-06-17,1643.9176756348156,1643.0
2020-06-18,1700.911600443152,1696.0
2020-06-19,1759.618653020882,1741.0
2020-06-20,1820.087364128282,1756.0
2020-06-21,1882.367453213028,1823.0
2020-06-22,1946.5098542367887,1879.0
2020-06-23,2012.566733141979,1915.0
2020-06-24,2080.591506965791,2031.0
2020-06-25,2150.638863318976,2131.0
2020-06-26,2222.766320560516,2162.0
2020-06-27,2297.027081675945,2337.0
2020-06-28,2373.4824804057034,2394.0
2020-06-29,2452.1921393897983,2457.0
2020-06-30,2533.217096159834,2520.0
2020-07-01,2616.619803139013,2676.0
2020-07-02,2702.464127642138,2751.0
2020-07-03,2790.8153042477597,2863.0
2020-07-04,2881.7397386543703,2973.0
2020-07-05,2975.3052907168853,2991.0
2020-07-06,3071.5812060803632,3018.0
2020-07-07,3170.6380893139203,3063.0
2020-07-08,3272.547882874031,3193.0
2020-07-09,3377.383903826872,nan
2020-07-10,3485.2208322821107,nan
2020-07-11,3596.1346624779835,nan
2020-07-12,3710.2026456049616,nan
2020-07-13,3827.5034231056816,nan
2020-07-14,3948.116976712785,nan
2020-07-15,4072.1244747153933,nan
2020-07-16,4199.608213402681,nan
2020-07-17,4330.651889702461,nan
2020-07-18,4465.340483023904,nan
2020-07-19,4603.75989281608,nan
2020-07-20,4745.997012645771,nan
2020-07-21,4892.140101295806,nan
2020-07-22,5042.278585551649,nan
